	Species	Genes	Methylobacterium durans	Methylobacterium indicum	Methylobacterium phyllosphaerae	Methylobacterium radiodurans	Methylobacterium terrae	mean ZH-Score
1142	5	5	WP_109890641.1	WP_207178356.1	WP_043347379.1	WP_109953426.1	WP_109957574.1	1470.8396368421054
2341	5	5	WP_109895776.1	WP_207179722.1	WP_075380969.1	WP_109951569.1	WP_109958459.1	1468.3160411764707
1964	5	5	WP_109894167.1	WP_207183488.1	WP_075380225.1	WP_109951545.1	WP_245442723.1	1463.8742166666668
971	5	5	WP_109890060.1	WP_207179346.1	WP_075379807.1	WP_109949852.1	WP_109958352.1	1463.0899727272729
3854	5	5	WP_109889709.1	WP_244748606.1	WP_075380957.1	WP_109950005.1	WP_109961097.1	1463.0494368421055
2270	5	5	WP_109895591.1	WP_048429408.1	WP_007557568.1	WP_066927123.1	WP_048429408.1	1462.9635444444446
1332	5	5	WP_109896271.1	WP_048425692.1	WP_043385253.1	WP_109950053.1	WP_109957603.1	1458.9666857142854
95	5	5	WP_109886846.1	WP_048426845.1	WP_010683623.1	WP_109951576.1	WP_048435350.1	1452.7919846153845
193	5	5	WP_109887082.1	WP_207179536.1	WP_043356691.1	WP_109952892.1	WP_109962365.1	1452.214325
1326	5	5	WP_109891306.1	WP_058619735.1	WP_043388715.1	WP_109951211.1	WP_109958017.1	1451.0096875
2778	5	5	WP_236960587.1	WP_048431430.1	WP_043759233.1	WP_109950686.1	WP_109960116.1	1436.3478375
119	5	5	WP_109886900.1	WP_048429211.1	WP_075380343.1	WP_109951562.1	WP_109960815.1	1431.1445466666669
2480	5	5	WP_109896540.1	WP_048430381.1	WP_075380533.1	WP_109951953.1	WP_109962004.1	1430.6390733333333
621	5	5	WP_109888873.1	WP_048427997.1	WP_053609266.1	WP_245930790.1	WP_109958040.1	1429.728194117647
914	5	5	WP_109889854.1	WP_207179663.1	WP_053610664.1	WP_109953703.1	WP_167450859.1	1429.203381818182
1661	5	5	WP_109892174.1	WP_207178528.1	WP_043353754.1	WP_109952539.1	WP_109961961.1	1425.752975
1163	5	5	WP_109890745.1	WP_207180428.1	WP_043346068.1	WP_109952879.1	WP_109957366.1	1423.210375
2267	5	5	WP_109895584.1	WP_058617276.1	WP_043348276.1	WP_066923801.1	WP_109960477.1	1418.2434866666665
390	5	5	WP_109887616.1	WP_207182003.1	WP_043380525.1	WP_109951374.1	WP_109958923.1	1416.4069823529412
2370	5	5	WP_109895856.1	WP_048429981.1	WP_043356784.1	WP_109951814.1	WP_109962258.1	1401.1148999999998
1125	5	5	WP_109890595.1	WP_048425719.1	WP_053609835.1	WP_109953041.1	WP_109960175.1	1394.9446357142858
694	5	6	WP_109889229.1,WP_236960334.1	WP_244748547.1	WP_043757336.1	WP_245930944.1	WP_245442937.1	1393.5225583333333
2314	5	5	WP_109895713.1	WP_048427089.1	WP_043379897.1	WP_109952438.1	WP_109958104.1	1391.08276
1500	5	5	WP_109891663.1	WP_048461063.1	WP_043380355.1	WP_109953568.1	WP_109960296.1	1388.6240555555553
1762	5	5	WP_109892444.1	WP_207181241.1	WP_043345339.1	WP_109954303.1	WP_109960570.1	1388.53848125
41	5	5	WP_109886717.1	WP_058618071.1	WP_043352571.1	WP_245930717.1	WP_109958633.1	1381.330884615385
1220	5	5	WP_109890885.1	WP_207183525.1	WP_043355943.1	WP_109951257.1	WP_109958591.1	1377.7877
1513	5	5	WP_109891697.1	WP_207177851.1	WP_075380732.1	WP_109949831.1	WP_109958227.1	1377.183627272727
1530	5	5	WP_109891739.1	WP_207180758.1	WP_043351496.1	WP_109952525.1	WP_109957965.1	1374.8444833333333
2092	5	5	WP_109895075.1	WP_048425523.1	WP_012319243.1	WP_109953354.1	WP_109960161.1	1373.9423529411765
2103	5	5	WP_109895097.1	WP_207183124.1	WP_075380382.1	WP_245930610.1	WP_245442726.1	1373.6212199999998
1459	5	5	WP_109891581.1	WP_048426755.1	WP_043354907.1	WP_109951942.1	WP_109958816.1	1370.0739058823528
1377	5	5	WP_109891422.1	WP_207178584.1	WP_075381469.1	WP_109951329.1	WP_109959245.1	1360.2791
2379	5	5	WP_109895900.1	WP_207182324.1	WP_075381034.1	WP_109954060.1	WP_109957953.1	1349.1802142857143
768	5	5	WP_109889476.1	WP_207183334.1	WP_075380749.1	WP_109949952.1	WP_109957501.1	1346.0583571428574
2316	5	5	WP_109895717.1	WP_048427087.1	WP_043349888.1	WP_109952440.1	WP_109958102.1	1345.3118285714286
1696	5	5	WP_109892274.1	WP_207180501.1	WP_053608701.1	WP_109954313.1	WP_109960358.1	1344.4014
1934	5	5	WP_109893981.1	WP_207182683.1	WP_043760140.1	WP_109950150.1	WP_109957423.1	1341.3073588235293
1891	5	5	WP_109893620.1	WP_048428043.1	WP_043351014.1	WP_109952299.1	WP_109959978.1	1337.0953142857145
2752	5	5	WP_236960495.1	WP_207180561.1	WP_078946997.1	WP_245930565.1	WP_109959210.1	1328.9207666666666
2688	5	5	WP_236960140.1	WP_244748705.1	WP_053610010.1	WP_245930875.1	WP_245442526.1	1328.006696153846
1517	5	5	WP_109891705.1	WP_048430036.1	WP_043387545.1	WP_109949836.1	WP_109959051.1	1326.4446117647058
126	5	5	WP_109886923.1	WP_207181660.1	WP_075380409.1	WP_109952450.1	WP_109958129.1	1320.0346666666667
59	5	5	WP_109886765.1	WP_048430191.1	WP_043352284.1	WP_109953820.1	WP_109957837.1	1303.9824545454546
798	5	5	WP_109889541.1	WP_244276479.1	WP_043349730.1	WP_204165245.1	WP_109957556.1	1303.9762266666664
799	5	5	WP_109889543.1	WP_207182177.1	WP_075381282.1	WP_109950083.1	WP_109960622.1	1297.7312833333335
1465	5	5	WP_109891588.1	WP_048430358.1	WP_012320108.1	WP_109951951.1	WP_048430358.1	1295.7096714285713
1286	5	5	WP_109891212.1	WP_048429879.1	WP_012320390.1	WP_109950727.1	WP_109961072.1	1293.2406941176469
2812	5	5	WP_236960801.1	WP_089504126.1	WP_075380737.1	WP_109949967.1	WP_245442646.1	1291.8333636363636
2345	5	5	WP_109895788.1	WP_207179773.1	WP_043386413.1	WP_109951563.1	WP_109958464.1	1287.3417499999998
1551	5	5	WP_109891791.1	WP_207181289.1	WP_043356938.1	WP_109952319.1	WP_109957942.1	1283.1133454545454
942	5	5	WP_109889969.1	WP_048427250.1	WP_043384910.1	WP_109951520.1	WP_109957626.1	1279.9626466666668
822	5	5	WP_109889601.1	WP_207182066.1	WP_075381012.1	WP_109950081.1	WP_109960732.1	1278.57197
939	5	5	WP_109889956.1	WP_048427889.1	WP_043354940.1	WP_109949791.1	WP_109958683.1	1276.6480900000001
2264	5	5	WP_109895576.1	WP_207181899.1	WP_043351248.1	WP_109952598.1	WP_109960475.1	1266.51425
1078	5	5	WP_109890479.1	WP_207178709.1	WP_043352726.1	WP_109950409.1	WP_109959606.1	1262.5191750000001
1287	5	5	WP_109891214.1	WP_048429878.1	WP_043382788.1	WP_109950726.1	WP_109961071.1	1261.7161333333331
2623	5	5	WP_194075142.1	WP_048429097.1	WP_053609227.1	WP_109952640.1	WP_109957889.1	1260.1469499999998
2946	5	5	WP_109890593.1	WP_048425720.1	WP_043348844.1	WP_109953043.1	WP_109960176.1	1257.0125636363637
368	5	5	WP_109887562.1	WP_048426148.1	WP_043348438.1	WP_109953580.1	WP_109960119.1	1255.7089545454544
1006	5	5	WP_109890218.1	WP_048429079.1	WP_043356321.1	WP_109953004.1	WP_109957873.1	1253.1312785714288
288	5	5	WP_109887362.1	WP_058618675.1	WP_075379953.1	WP_109949844.1	WP_109960072.1	1248.7508615384615
134	5	5	WP_109886938.1	WP_207181640.1	WP_043757049.1	WP_245930620.1	WP_109958119.1	1246.9015733333333
365	5	5	WP_109887559.1	WP_244276415.1	WP_075380887.1	WP_109950685.1	WP_109960117.1	1246.819890909091
421	5	5	WP_109887786.1	WP_048430660.1	WP_043380714.1	WP_066921365.1	WP_109960407.1	1240.2912333333334
106	5	5	WP_109886868.1	WP_207179391.1	WP_075380784.1	WP_109951919.1	WP_109958335.1	1238.1613916666668
2815	5	5	WP_236960811.1	WP_048431197.1	WP_083683670.1	WP_109950051.1	WP_109960623.1	1237.26955
198	5	5	WP_109887097.1	WP_048427728.1	WP_043346381.1	WP_109950683.1	WP_109958519.1	1234.1367888888888
2723	5	5	WP_236960326.1	WP_048428993.1	WP_043379390.1	WP_109953064.1	WP_109957338.1	1233.9019833333334
2338	5	5	WP_109895770.1	WP_207183313.1	WP_075381430.1	WP_109951933.1	WP_208642241.1	1232.0247
308	5	5	WP_109887452.1	WP_058616869.1	WP_043352623.1	WP_109950741.1	WP_109958661.1	1231.7670142857144
772	5	5	WP_109889483.1	WP_207180120.1	WP_075380667.1	WP_109949957.1	WP_109960080.1	1227.6193846153847
448	5	5	WP_109887872.1	WP_058618911.1	WP_075380994.1	WP_109952499.1	WP_109960109.1	1226.5520611111112
1701	5	5	WP_109892288.1	WP_207182523.1	WP_075381831.1	WP_109953221.1	WP_109960367.1	1221.094147368421
1468	5	5	WP_109891593.1	WP_207183444.1	WP_043378625.1	WP_109951961.1	WP_109962002.1	1217.4254375
1372	5	5	WP_109891408.1	WP_058619237.1	WP_043381055.1	WP_109950498.1	WP_109958585.1	1216.8369333333335
68	5	5	WP_109886789.1	WP_048429983.1	WP_043356705.1	WP_109951817.1	WP_109959218.1	1216.275953846154
854	5	5	WP_109889689.1	WP_244749067.1	WP_075381379.1	WP_245930935.1	WP_109959056.1	1212.4424222222221
889	5	5	WP_109889770.1	WP_207180459.1	WP_075381406.1	WP_109950825.1	WP_109960337.1	1211.15635
1899	5	5	WP_109893666.1	WP_207178969.1	WP_075380027.1	WP_109952408.1	WP_109960313.1	1208.4939818181817
165	5	5	WP_109887010.1	WP_207177880.1	WP_043758149.1	WP_109949484.1	WP_109961204.1	1201.2838333333334
1053	5	5	WP_109890324.1	WP_048429590.1	WP_043355261.1	WP_109951849.1	WP_109961640.1	1198.698442857143
555	5	5	WP_109888495.1	WP_048430709.1	WP_043355013.1	WP_109950757.1	WP_109959416.1	1197.5962285714286
323	5	5	WP_109887473.1	WP_048428927.1	WP_043353077.1	WP_109950679.1	WP_109958232.1	1195.1043769230769
2481	5	5	WP_109896542.1	WP_207182398.1	WP_075380532.1	WP_109951956.1	WP_109962562.1	1185.3108333333332
221	5	5	WP_109887151.1	WP_207183548.1	WP_043357795.1	WP_109949503.1	WP_109962099.1	1178.6288066666668
3823	5	5	WP_109889458.1	WP_207182699.1	WP_236952987.1	WP_109950376.1	WP_109958496.1	1177.4274375
659	5	5	WP_109888981.1	WP_048428634.1	WP_043358054.1	WP_109950560.1	WP_109958408.1	1173.8316190476191
2071	5	6	WP_109895021.1,WP_109896321.1	WP_207183245.1	WP_043347886.1	WP_245931122.1	WP_109961873.1	1163.55805625
1059	5	5	WP_109890340.1	WP_207181520.1	WP_075381605.1	WP_109954149.1	WP_109959173.1	1154.7314642857143
1190	5	5	WP_109890815.1	WP_048427663.1	WP_043355699.1	WP_109952056.1	WP_109959665.1	1153.2362666666666
2340	5	5	WP_109895774.1	WP_207181364.1	WP_043346824.1	WP_109951570.1	WP_109960415.1	1152.577923076923
502	5	5	WP_109888251.1	WP_244748915.1	WP_170861843.1	WP_245930924.1	WP_245442893.1	1146.82928
1005	5	5	WP_109890216.1	WP_048428286.1	WP_043356717.1	WP_109953012.1	WP_099905609.1	1144.5732307692308
855	5	5	WP_109889691.1	WP_048430645.1	WP_043380582.1	WP_109950046.1	WP_109960609.1	1144.517
6	5	5	WP_007563033.1	WP_048429571.1	WP_007563033.1	WP_109952432.1	WP_048429571.1	1133.1419
1354	5	5	WP_109891370.1	WP_207183589.1	WP_075380349.1	WP_109951252.1	WP_109959632.1	1128.1232466666668
731	5	5	WP_109889332.1	WP_048430204.1	WP_043388654.1	WP_109951881.1	WP_109960448.1	1123.6369636363636
913	5	5	WP_109889850.1	WP_207179667.1	WP_043357817.1	WP_109950056.1	WP_109958577.1	1122.960776923077
75	5	5	WP_109886802.1	WP_207180559.1	WP_075381824.1	WP_109951809.1	WP_109959211.1	1121.2379944444444
3402	5	5	WP_236960518.1	WP_207177789.1	WP_075380152.1	WP_109951499.1	WP_109960131.1	1119.2889545454545
1253	5	5	WP_109890968.1	WP_058618694.1	WP_012322462.1	WP_109949627.1	WP_109960200.1	1115.7940375
36	5	5	WP_109886705.1	WP_244748942.1	WP_167380439.1	WP_109953778.1	WP_245442778.1	1106.26466875
1982	5	5	WP_109894213.1	WP_207179014.1	WP_043345408.1	WP_109952417.1	WP_109959704.1	1100.6556357142856
1457	5	5	WP_109891579.1	WP_058620220.1	WP_075380535.1	WP_109951940.1	WP_109961207.1	1095.7848588235295
1131	5	5	WP_109890609.1	WP_048429313.1	WP_043354431.1	WP_109954100.1	WP_109958432.1	1094.899419047619
2512	5	5	WP_109896654.1	WP_207180502.1	WP_075381826.1	WP_109954314.1	WP_109960359.1	1090.082730769231
2104	5	5	WP_109895099.1	WP_207183486.1	WP_043349142.1	WP_109952338.1	WP_109961676.1	1090.0589076923077
676	5	5	WP_109889041.1	WP_207182113.1	WP_043351108.1	WP_109949826.1	WP_109960698.1	1067.3237
2687	5	5	WP_236960135.1	WP_207183035.1	WP_043380462.1	WP_109951336.1	WP_109962555.1	1059.9810923076923
2144	5	5	WP_109895190.1	WP_207182448.1	WP_075380250.1	WP_109952113.1	WP_109960499.1	1051.2832125
566	5	5	WP_109888527.1	WP_244749041.1	WP_043387949.1	WP_109951896.1	WP_109958046.1	1045.7536789473686
1278	5	5	WP_109891186.1	WP_048461103.1	WP_043346875.1	WP_109950710.1	WP_109958669.1	1043.8303944444444
2846	5	5	WP_236960960.1	WP_244749071.1	WP_075379686.1	WP_245931026.1	WP_109962218.1	1040.6490461538463
1572	5	5	WP_109891845.1	WP_207178622.1	WP_075381271.1	WP_245930580.1	WP_245443016.1	1035.6648444444445
222	5	5	WP_109887153.1	WP_048430819.1	WP_043357798.1	WP_109949504.1	WP_109957811.1	1025.7448375
2363	5	5	WP_109895830.1	WP_207181062.1	WP_053609050.1	WP_109952190.1	WP_109960794.1	1025.6907142857142
1591	5	5	WP_109891887.1	WP_048428162.1	WP_053610689.1	WP_109952025.1	WP_109961234.1	1023.9347090909091
2367	5	5	WP_109895848.1	WP_207182680.1	WP_075381481.1	WP_245930716.1	WP_109957431.1	1020.5987909090908
2637	5	5	WP_194075189.1	WP_048461698.1	WP_043386160.1	WP_109950107.1	WP_109960689.1	1008.8704000000001
2496	5	5	WP_109896586.1	WP_048430625.1	WP_043380842.1	WP_109951855.1	WP_109962465.1	1006.1988769230769
2218	5	5	WP_109895482.1	WP_207179146.1	WP_043380469.1	WP_109951995.1	WP_109960234.1	980.3552285714286
1189	5	5	WP_109890813.1	WP_207183269.1	WP_043355701.1	WP_109952055.1	WP_109959664.1	972.3247333333334
1861	5	5	WP_109893438.1	WP_048426554.1	WP_075381075.1	WP_109952875.1	WP_109961417.1	971.7731300000002
1973	5	5	WP_109894189.1	WP_207183182.1	WP_075380020.1	WP_109952405.1	WP_109961562.1	971.1957166666667
1022	5	5	WP_109890248.1	WP_058620049.1	WP_043345524.1	WP_109952952.1	WP_109961031.1	957.4727
2025	5	5	WP_109894447.1	WP_048431383.1	WP_043351869.1	WP_109952422.1	WP_093567541.1	948.0851
2353	5	5	WP_109895810.1	WP_207179786.1	WP_043385702.1	WP_109953550.1	WP_109958474.1	934.7917454545454
2326	5	5	WP_109895738.1	WP_207181512.1	WP_043345382.1	WP_245930714.1	WP_109958619.1	926.3479266666667
259	5	5	WP_109887315.1	WP_207178494.1	WP_043350222.1	WP_109954202.1	WP_109957540.1	925.1059307692309
2640	5	5	WP_194075192.1	WP_048430649.1	WP_043380143.1	WP_245930784.1	WP_109960613.1	894.1838625
1008	5	5	WP_109890222.1	WP_048429081.1	WP_043356325.1	WP_109952999.1	WP_109957874.1	887.9618000000002
559	5	5	WP_109888503.1	WP_207178039.1	WP_043357638.1	WP_109952145.1	WP_109958790.1	860.8438818181818
2061	5	5	WP_109894768.1	WP_207178446.1	WP_075381813.1	WP_109952348.1	WP_109958888.1	853.3708714285715
814	5	5	WP_109889577.1	WP_207182085.1	WP_075381015.1	WP_109950105.1	WP_109960718.1	832.3576083333334
2143	5	5	WP_109895188.1	WP_207182449.1	WP_075380249.1	WP_109952114.1	WP_109960498.1	824.8923615384616
2248	5	5	WP_109895544.1	WP_048425830.1	WP_043355033.1	WP_066927412.1	WP_048425830.1	820.8648555555554
1188	5	5	WP_109890811.1	WP_207183270.1	WP_043381233.1	WP_109952054.1	WP_109959663.1	816.3309357142856
